org,repo,url,number,author,created_at,merged_at,changed_files,commits,additions,deletions,reviews,time_of_first_review,reviewers,hours_open,hours_to_first_review,minutes_to_first_review
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/324",324,"laura-rodriguez","2019-07-11T20:17:20Z","2019-07-12T13:37:35Z",3,1,69,8,1,"2019-07-11T20:51:55Z",[["bdemers"]],17.34,0.58,34.58
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/325",325,"laura-rodriguez","2019-07-12T13:59:00Z","2019-07-12T14:31:51Z",1,1,1,1,1,"2019-07-12T14:17:44Z",[["bdemers"]],0.55,0.31,18.73
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/328",328,"laura-rodriguez","2019-07-18T16:33:08Z","2019-07-18T18:09:07Z",1,1,1,1,1,"2019-07-18T18:07:19Z",[["OkGoDoIt"]],1.6,1.57,94.18
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/332",332,"laura-rodriguez","2019-07-26T17:05:58Z","2019-07-29T14:54:05Z",3,4,15,3,1,"2019-07-26T20:36:07Z",[["OkGoDoIt"]],69.8,3.5,210.15
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/334",334,"laura-rodriguez","2019-08-09T20:37:06Z","2019-08-13T14:22:59Z",5,4,113,25,3,"2019-08-12T14:50:30Z",[["OkGoDoIt","laura-rodriguez"]],89.76,66.22,3973.4
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/338",338,"laura-rodriguez","2019-08-13T14:44:58Z","2019-08-13T15:42:52Z",1,1,1,1,2,"2019-08-13T15:02:08Z",[["bretterer","robertjd"]],0.97,0.29,17.17
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/339",339,"laura-rodriguez","2019-08-13T19:56:52Z","2019-08-16T16:21:41Z",20,7,309,584,2,"2019-08-15T21:54:43Z",[["OkGoDoIt","laura-rodriguez"]],68.41,49.96,2997.85
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/341",341,"laura-rodriguez","2019-08-16T18:13:14Z","2019-08-16T18:18:42Z",1,1,1,1,1,"2019-08-16T18:14:19Z",[["vijetmahabaleshwar-okta"]],0.09,0.02,1.08
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/342",342,"laura-rodriguez","2019-09-04T20:22:53Z","2019-09-10T14:36:58Z",3,7,115,11,4,"2019-09-05T19:11:26Z",[["bradhaverstein-okta","laura-rodriguez"]],138.23,22.81,1368.55
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/343",343,"laura-rodriguez","2019-09-10T14:51:04Z","2019-09-10T15:16:12Z",1,1,1,1,2,"2019-09-10T15:05:09Z",[["bretterer","swiftone"]],0.42,0.23,14.08
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/357",357,"laura-rodriguez","2020-01-17T22:34:27Z","2020-01-21T16:49:54Z",1,1,1,1,1,"2020-01-21T16:49:06Z",[["swiftone"]],90.26,90.24,5414.65
