org,repo,url,number,author,created_at,merged_at,changed_files,commits,additions,deletions,reviews,time_of_first_review,reviewers,hours_open,hours_to_first_review,minutes_to_first_review
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/235,235,arvindkrishnakumar-okta,2020-12-28T19:29:20Z,2020-12-28T19:50:41Z,1,1,1,1,1,2020-12-28T19:48:10Z,"vijetmahabaleshwar-okta",0.36,0.31,18.83
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/236,236,arvindkrishnakumar-okta,2020-12-28T19:46:38Z,2020-12-28T19:55:04Z,1,1,8,0,1,2020-12-28T19:47:58Z,"vijetmahabaleshwar-okta",0.14,0.02,1.33
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/237,237,arvindkrishnakumar-okta,2020-12-28T20:05:57Z,2020-12-28T20:23:33Z,13,1,20,20,1,2020-12-28T20:08:10Z,"vijetmahabaleshwar-okta",0.29,0.04,2.22
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/238,238,arvindkrishnakumar-okta,2020-12-28T20:38:45Z,2020-12-28T21:42:46Z,14,3,23,21,1,2020-12-28T20:49:02Z,"vijetmahabaleshwar-okta",1.07,0.17,10.28
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/239,239,arvindkrishnakumar-okta,2021-01-05T16:19:26Z,2021-01-05T17:46:40Z,1,3,4,4,2,2021-01-05T17:08:51Z,"bdemers",1.45,0.82,49.42
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/240,240,arvindkrishnakumar-okta,2021-01-05T17:48:06Z,2021-01-05T18:02:44Z,1,1,1,1,1,2021-01-05T17:56:26Z,"bdemers",0.24,0.14,8.33
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/241,241,VitaliiTytarenko-okta,2021-01-13T21:15:07Z,2021-02-01T19:40:39Z,4,4,153,12,14,2021-01-13T22:11:04Z,"arvindkrishnakumar-okta,VitaliiTytarenko-okta,bdemers",454.43,0.93,55.95
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/244,244,arvindkrishnakumar-okta,2021-01-19T19:42:37Z,2021-01-19T21:00:58Z,1,1,1,1,1,2021-01-19T20:58:58Z,"bdemers",1.31,1.27,76.35
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/247,247,arvindkrishnakumar-okta,2021-02-08T17:27:11Z,2021-02-08T17:36:57Z,1,1,1,1,1,2021-02-08T17:29:48Z,"sergiishamrai-okta",0.16,0.04,2.62
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/248,248,arvindkrishnakumar-okta,2021-02-08T18:09:56Z,2021-02-08T18:43:00Z,1,1,1,1,1,2021-02-08T18:11:09Z,"sergiishamrai-okta",0.55,0.02,1.22
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/249,249,arvindkrishnakumar-okta,2021-02-09T06:27:16Z,2021-02-09T16:50:50Z,1,2,10,1,1,2021-02-09T14:55:43Z,"bdemers",10.39,8.47,508.45
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/250,250,arvindkrishnakumar-okta,2021-02-09T21:05:17Z,2021-02-09T21:15:05Z,1,2,3,1,1,2021-02-09T21:10:32Z,"bdemers",0.16,0.09,5.25
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/251,251,arvindkrishnakumar-okta,2021-02-11T08:24:58Z,2021-02-11T16:14:27Z,1,1,1,1,1,2021-02-11T08:30:36Z,"sergiishamrai-okta",7.82,0.09,5.63
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/252,252,arvindkrishnakumar-okta,2021-02-11T19:33:15Z,2021-02-11T20:58:38Z,1,1,2,113,1,2021-02-11T20:57:26Z,"bdemers",1.42,1.4,84.18
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/253,253,arvindkrishnakumar-okta,2021-02-11T21:21:25Z,2021-02-11T21:39:25Z,13,2,20,20,1,2021-02-11T21:22:50Z,"bdemers",0.3,0.02,1.42
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/254,254,arvindkrishnakumar-okta,2021-02-17T06:46:59Z,2021-02-17T16:48:56Z,1,1,23,0,1,2021-02-17T07:09:20Z,"sergiishamrai-okta",10.03,0.37,22.35
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/256,256,,2021-03-10T16:34:29Z,2021-03-10T16:56:25Z,1,1,1,1,1,2021-03-10T16:55:23Z,"arvindkrishnakumar-okta",0.37,0.35,20.9
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/259,259,snyk-bot,2021-03-18T07:08:20Z,2021-03-18T15:19:13Z,1,1,1,1,1,2021-03-18T15:18:45Z,"arvindkrishnakumar-okta",8.18,8.17,490.42
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/262,262,bdemers,2021-03-26T21:21:51Z,2021-03-26T21:32:47Z,1,1,30,0,1,2021-03-26T21:22:37Z,"arvindkrishnakumar-okta",0.18,0.01,0.77
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/263,263,dependabot,2021-03-26T21:33:15Z,2021-03-26T21:58:09Z,1,1,1,1,1,2021-03-26T21:42:13Z,"arvindkrishnakumar-okta",0.42,0.15,8.97
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/264,264,dependabot,2021-03-26T21:33:18Z,2021-03-26T22:08:17Z,1,1,1,1,1,2021-03-26T21:43:18Z,"arvindkrishnakumar-okta",0.58,0.17,10
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/265,265,dependabot,2021-03-26T21:33:22Z,2021-03-26T22:07:05Z,1,1,1,1,1,2021-03-26T22:00:47Z,"arvindkrishnakumar-okta",0.56,0.46,27.42
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/266,266,dependabot,2021-03-26T21:33:24Z,2021-03-26T22:08:03Z,1,1,1,1,1,2021-03-26T22:00:13Z,"arvindkrishnakumar-okta",0.58,0.45,26.82
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/268,268,dependabot,2021-03-26T21:33:31Z,2021-03-26T22:07:48Z,1,1,1,1,1,2021-03-26T21:57:27Z,"arvindkrishnakumar-okta",0.57,0.4,23.93
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/269,269,dependabot,2021-03-26T21:33:41Z,2021-03-26T22:56:03Z,1,1,1,1,1,2021-03-26T21:56:43Z,"arvindkrishnakumar-okta",1.37,0.38,23.03
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/270,270,dependabot,2021-03-26T21:33:45Z,2021-03-26T22:55:48Z,1,1,1,1,1,2021-03-26T21:48:49Z,"arvindkrishnakumar-okta",1.37,0.25,15.07
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/271,271,dependabot,2021-03-26T21:33:50Z,2021-03-26T22:07:33Z,2,1,2,2,1,2021-03-26T21:45:08Z,"arvindkrishnakumar-okta",0.56,0.19,11.3
okta,okta-spring-boot,https://github.com/okta/okta-spring-boot/pull/272,272,dependabot,2021-03-26T21:34:05Z,2021-03-26T22:07:20Z,1,1,1,1,1,2021-03-26T21:44:09Z,"arvindkrishnakumar-okta",0.55,0.17,10.07
